NIM,Nama Mahasiswa,Jenis Kelamin,Tanggal Lahir,Alamat,Program Studi,Tahun Masuk
NIM00843,Mahasiswa_843,Laki-Laki,10/10/1997 0:00,Surabaya,Hukum,2019
NIM00844,Mahasiswa_844,Laki-Laki,11/7/1996 0:00,Medan,Akuntansi,2023
NIM00845,Mahasiswa_845,Laki-Laki,8/21/1996 0:00,Bandung,Akuntansi,2017
NIM00846,Mahasiswa_846,Laki-Laki,1/23/1997 0:00,Bandung,Teknik Informatika,2017
NIM00847,Mahasiswa_847,Perempuan,6/1/1996 0:00,Jakarta,Akuntansi,2019
NIM00848,Mahasiswa_848,Perempuan,10/4/1998 0:00,Surabaya,Kedokteran,2019
NIM00849,Mahasiswa_849,Laki-Laki,3/1/1996 0:00,Jakarta,Teknik Informatika,2021
NIM00850,Mahasiswa_850,Perempuan,11/14/2004 0:00,Bandung,Hukum,2018
NIM00851,Mahasiswa_851,Laki-Laki,2/21/2003 0:00,Bandung,Teknik Informatika,2020
NIM00852,Mahasiswa_852,Perempuan,12/9/1996 0:00,Yogyakarta,Teknik Informatika,2017
NIM00853,Mahasiswa_853,Laki-Laki,6/2/2003 0:00,Medan,Manajemen,2020
NIM00854,Mahasiswa_854,Laki-Laki,8/24/2000 0:00,Bandung,Manajemen,2021
NIM00855,Mahasiswa_855,Laki-Laki,11/7/1995 0:00,Jakarta,Teknik Informatika,2017
NIM00856,Mahasiswa_856,Laki-Laki,10/29/1998 0:00,Jakarta,Akuntansi,2021
NIM00857,Mahasiswa_857,Laki-Laki,2/1/1995 0:00,Medan,Manajemen,2021
NIM00858,Mahasiswa_858,Laki-Laki,2/24/2000 0:00,Medan,Hukum,2022
NIM00859,Mahasiswa_859,Perempuan,12/18/1998 0:00,Yogyakarta,Kedokteran,2019
NIM00860,Mahasiswa_860,Laki-Laki,2/5/1997 0:00,Surabaya,Manajemen,2023
NIM00861,Mahasiswa_861,Perempuan,4/20/1997 0:00,Jakarta,Teknik Informatika,2022
NIM00862,Mahasiswa_862,Laki-Laki,6/26/2003 0:00,Medan,Akuntansi,2020
NIM00863,Mahasiswa_863,Perempuan,12/27/2000 0:00,Jakarta,Kedokteran,2023
NIM00864,Mahasiswa_864,Perempuan,11/10/2003 0:00,Medan,Manajemen,2020
NIM00865,Mahasiswa_865,Perempuan,10/22/1999 0:00,Bandung,Akuntansi,2019
NIM00866,Mahasiswa_866,Laki-Laki,12/1/1996 0:00,Jakarta,Akuntansi,2023
NIM00867,Mahasiswa_867,Laki-Laki,4/7/2002 0:00,Bandung,Akuntansi,2022
NIM00868,Mahasiswa_868,Perempuan,8/1/1999 0:00,Jakarta,Teknik Informatika,2020
NIM00869,Mahasiswa_869,Laki-Laki,11/12/1996 0:00,Surabaya,Hukum,2022
NIM00870,Mahasiswa_870,Perempuan,5/17/1998 0:00,Yogyakarta,Akuntansi,2019
NIM00871,Mahasiswa_871,Laki-Laki,1/6/2003 0:00,Bandung,Kedokteran,2023
NIM00872,Mahasiswa_872,Perempuan,4/19/1998 0:00,Medan,Manajemen,2023
NIM00873,Mahasiswa_873,Perempuan,2/4/1998 0:00,Surabaya,Kedokteran,2017
NIM00874,Mahasiswa_874,Laki-Laki,2/8/1996 0:00,Jakarta,Teknik Informatika,2021
NIM00875,Mahasiswa_875,Perempuan,5/29/2000 0:00,Bandung,Teknik Informatika,2021
NIM00876,Mahasiswa_876,Laki-Laki,4/27/1996 0:00,Jakarta,Kedokteran,2022
NIM00877,Mahasiswa_877,Perempuan,9/18/2001 0:00,Jakarta,Hukum,2023
NIM00878,Mahasiswa_878,Perempuan,3/28/1997 0:00,Jakarta,Teknik Informatika,2020
NIM00879,Mahasiswa_879,Laki-Laki,3/17/1997 0:00,Yogyakarta,Teknik Informatika,2022
NIM00880,Mahasiswa_880,Laki-Laki,11/9/1999 0:00,Yogyakarta,Kedokteran,2022
NIM00881,Mahasiswa_881,Laki-Laki,8/2/1997 0:00,Medan,Teknik Informatika,2018
NIM00882,Mahasiswa_882,Perempuan,10/11/1996 0:00,Bandung,Hukum,2023
NIM00883,Mahasiswa_883,Laki-Laki,8/26/2004 0:00,Surabaya,Hukum,2021
NIM00884,Mahasiswa_884,Perempuan,6/14/2003 0:00,Surabaya,Hukum,2023
NIM00885,Mahasiswa_885,Perempuan,3/27/1996 0:00,Surabaya,Manajemen,2019
NIM00886,Mahasiswa_886,Laki-Laki,5/20/1996 0:00,Jakarta,Hukum,2022
NIM00887,Mahasiswa_887,Laki-Laki,6/9/2002 0:00,Yogyakarta,Hukum,2018
NIM00888,Mahasiswa_888,Perempuan,2/15/2003 0:00,Bandung,Manajemen,2018
NIM00889,Mahasiswa_889,Perempuan,4/22/2001 0:00,Jakarta,Akuntansi,2021
NIM00890,Mahasiswa_890,Laki-Laki,2/14/1997 0:00,Yogyakarta,Teknik Informatika,2021
NIM00891,Mahasiswa_891,Laki-Laki,9/4/2003 0:00,Yogyakarta,Hukum,2021
NIM00892,Mahasiswa_892,Laki-Laki,4/14/1997 0:00,Bandung,Teknik Informatika,2019
NIM00893,Mahasiswa_893,Laki-Laki,3/26/1999 0:00,Bandung,Kedokteran,2018
NIM00894,Mahasiswa_894,Laki-Laki,5/14/2003 0:00,Bandung,Teknik Informatika,2020
NIM00895,Mahasiswa_895,Perempuan,4/18/1997 0:00,Jakarta,Manajemen,2019
NIM00896,Mahasiswa_896,Perempuan,1/18/2001 0:00,Medan,Teknik Informatika,2017
NIM00897,Mahasiswa_897,Perempuan,4/4/1995 0:00,Bandung,Teknik Informatika,2022
NIM00898,Mahasiswa_898,Perempuan,5/30/1998 0:00,Medan,Teknik Informatika,2021
NIM00899,Mahasiswa_899,Laki-Laki,9/3/1998 0:00,Jakarta,Akuntansi,2018
NIM00900,Mahasiswa_900,Laki-Laki,10/16/2001 0:00,Medan,Akuntansi,2022
NIM00901,Mahasiswa_901,Laki-Laki,7/28/2002 0:00,Surabaya,Kedokteran,2023
NIM00902,Mahasiswa_902,Perempuan,5/6/1995 0:00,Medan,Manajemen,2019
NIM00903,Mahasiswa_903,Perempuan,8/23/1999 0:00,Bandung,Teknik Informatika,2017
NIM00904,Mahasiswa_904,Laki-Laki,5/2/2001 0:00,Jakarta,Teknik Informatika,2023
NIM00905,Mahasiswa_905,Laki-Laki,5/18/1998 0:00,Bandung,Teknik Informatika,2019
NIM00906,Mahasiswa_906,Perempuan,4/25/1998 0:00,Surabaya,Teknik Informatika,2019
NIM00907,Mahasiswa_907,Perempuan,6/11/1998 0:00,Bandung,Akuntansi,2020
NIM00908,Mahasiswa_908,Laki-Laki,7/19/2000 0:00,Bandung,Kedokteran,2022
NIM00909,Mahasiswa_909,Laki-Laki,8/22/2001 0:00,Bandung,Hukum,2020
NIM00910,Mahasiswa_910,Perempuan,1/28/1996 0:00,Yogyakarta,Manajemen,2019
NIM00911,Mahasiswa_911,Laki-Laki,1/11/1999 0:00,Surabaya,Teknik Informatika,2017
NIM00912,Mahasiswa_912,Laki-Laki,7/25/1998 0:00,Bandung,Kedokteran,2018
NIM00913,Mahasiswa_913,Laki-Laki,6/16/1997 0:00,Bandung,Hukum,2018
NIM00914,Mahasiswa_914,Perempuan,9/4/2001 0:00,Bandung,Kedokteran,2023
NIM00915,Mahasiswa_915,Perempuan,2/16/2000 0:00,Jakarta,Akuntansi,2022
NIM00916,Mahasiswa_916,Perempuan,9/3/2001 0:00,Yogyakarta,Hukum,2021
NIM00917,Mahasiswa_917,Perempuan,5/7/1999 0:00,Jakarta,Kedokteran,2021
NIM00918,Mahasiswa_918,Perempuan,5/26/2000 0:00,Yogyakarta,Akuntansi,2018
NIM00919,Mahasiswa_919,Perempuan,4/28/1999 0:00,Bandung,Kedokteran,2019
NIM00920,Mahasiswa_920,Perempuan,6/1/2001 0:00,Surabaya,Kedokteran,2019
NIM00921,Mahasiswa_921,Laki-Laki,3/12/1996 0:00,Medan,Hukum,2020
NIM00922,Mahasiswa_922,Laki-Laki,12/29/1999 0:00,Medan,Akuntansi,2022
NIM00923,Mahasiswa_923,Laki-Laki,5/16/2000 0:00,Bandung,Teknik Informatika,2020
NIM00924,Mahasiswa_924,Laki-Laki,6/23/2000 0:00,Jakarta,Manajemen,2021
NIM00925,Mahasiswa_925,Laki-Laki,10/16/1999 0:00,Surabaya,Hukum,2018
NIM00926,Mahasiswa_926,Laki-Laki,1/19/2004 0:00,Yogyakarta,Akuntansi,2023
NIM00927,Mahasiswa_927,Laki-Laki,7/14/2001 0:00,Bandung,Kedokteran,2019
NIM00928,Mahasiswa_928,Perempuan,11/25/2004 0:00,Surabaya,Akuntansi,2018
NIM00929,Mahasiswa_929,Perempuan,6/24/2002 0:00,Surabaya,Manajemen,2017
NIM00930,Mahasiswa_930,Laki-Laki,12/20/2001 0:00,Yogyakarta,Manajemen,2018
NIM00931,Mahasiswa_931,Laki-Laki,5/21/1999 0:00,Surabaya,Teknik Informatika,2017
NIM00932,Mahasiswa_932,Perempuan,9/3/1995 0:00,Jakarta,Teknik Informatika,2020
NIM00933,Mahasiswa_933,Laki-Laki,4/3/1999 0:00,Jakarta,Manajemen,2020
NIM00934,Mahasiswa_934,Laki-Laki,8/26/2004 0:00,Jakarta,Hukum,2021
NIM00935,Mahasiswa_935,Perempuan,7/23/1996 0:00,Surabaya,Hukum,2018
NIM00936,Mahasiswa_936,Laki-Laki,2/17/1999 0:00,Jakarta,Kedokteran,2018
NIM00937,Mahasiswa_937,Perempuan,9/2/1999 0:00,Yogyakarta,Teknik Informatika,2017
NIM00938,Mahasiswa_938,Laki-Laki,11/15/1996 0:00,Surabaya,Kedokteran,2020
NIM00939,Mahasiswa_939,Perempuan,11/13/1999 0:00,Medan,Teknik Informatika,2017
NIM00940,Mahasiswa_940,Perempuan,10/22/1998 0:00,Surabaya,Manajemen,2020
NIM00941,Mahasiswa_941,Perempuan,5/8/1995 0:00,Yogyakarta,Hukum,2017
NIM00942,Mahasiswa_942,Laki-Laki,12/10/1997 0:00,Medan,Hukum,2020
NIM00943,Mahasiswa_943,Perempuan,10/9/1995 0:00,Surabaya,Manajemen,2017
NIM00944,Mahasiswa_944,Laki-Laki,1/17/1999 0:00,Jakarta,Kedokteran,2023
NIM00945,Mahasiswa_945,Laki-Laki,3/12/1998 0:00,Bandung,Kedokteran,2020
NIM00946,Mahasiswa_946,Laki-Laki,9/26/2001 0:00,Bandung,Akuntansi,2022
NIM00947,Mahasiswa_947,Laki-Laki,11/21/1999 0:00,Jakarta,Teknik Informatika,2017
NIM00948,Mahasiswa_948,Perempuan,10/8/2004 0:00,Bandung,Kedokteran,2018
NIM00949,Mahasiswa_949,Perempuan,11/1/1998 0:00,Bandung,Manajemen,2021
NIM00950,Mahasiswa_950,Laki-Laki,1/7/1996 0:00,Jakarta,Kedokteran,2022
NIM00951,Mahasiswa_951,Laki-Laki,11/10/1998 0:00,Jakarta,Hukum,2022
NIM00952,Mahasiswa_952,Perempuan,10/31/1996 0:00,Surabaya,Teknik Informatika,2017
NIM00953,Mahasiswa_953,Laki-Laki,4/13/2002 0:00,Surabaya,Akuntansi,2021
NIM00954,Mahasiswa_954,Perempuan,11/5/1997 0:00,Jakarta,Teknik Informatika,2018
NIM00955,Mahasiswa_955,Laki-Laki,7/12/2003 0:00,Yogyakarta,Hukum,2022
NIM00956,Mahasiswa_956,Laki-Laki,8/29/1998 0:00,Bandung,Hukum,2018
NIM00957,Mahasiswa_957,Perempuan,3/2/2000 0:00,Surabaya,Hukum,2020
NIM00958,Mahasiswa_958,Laki-Laki,1/17/2004 0:00,Bandung,Hukum,2023
NIM00959,Mahasiswa_959,Perempuan,6/20/1999 0:00,Medan,Manajemen,2021
NIM00960,Mahasiswa_960,Laki-Laki,1/25/2004 0:00,Jakarta,Akuntansi,2023
NIM00961,Mahasiswa_961,Laki-Laki,9/8/1995 0:00,Yogyakarta,Hukum,2019
NIM00962,Mahasiswa_962,Laki-Laki,9/10/2003 0:00,Medan,Hukum,2020
NIM00963,Mahasiswa_963,Perempuan,7/26/1995 0:00,Medan,Kedokteran,2021
NIM00964,Mahasiswa_964,Laki-Laki,1/29/2002 0:00,Medan,Akuntansi,2017
NIM00965,Mahasiswa_965,Laki-Laki,4/27/2003 0:00,Jakarta,Teknik Informatika,2023
NIM00966,Mahasiswa_966,Laki-Laki,10/9/2003 0:00,Surabaya,Akuntansi,2017
NIM00967,Mahasiswa_967,Laki-Laki,5/24/1995 0:00,Jakarta,Akuntansi,2018
NIM00968,Mahasiswa_968,Perempuan,1/25/1996 0:00,Surabaya,Akuntansi,2022
NIM00969,Mahasiswa_969,Perempuan,11/6/1995 0:00,Medan,Hukum,2023
NIM00970,Mahasiswa_970,Laki-Laki,6/4/2004 0:00,Medan,Hukum,2019
NIM00971,Mahasiswa_971,Perempuan,3/13/1996 0:00,Yogyakarta,Manajemen,2017
NIM00972,Mahasiswa_972,Laki-Laki,4/29/2004 0:00,Surabaya,Teknik Informatika,2021
NIM00973,Mahasiswa_973,Laki-Laki,11/8/2002 0:00,Medan,Kedokteran,2023
NIM00974,Mahasiswa_974,Laki-Laki,11/17/1999 0:00,Bandung,Akuntansi,2023
NIM00975,Mahasiswa_975,Perempuan,4/3/2001 0:00,Yogyakarta,Teknik Informatika,2022
NIM00976,Mahasiswa_976,Perempuan,3/26/1996 0:00,Jakarta,Teknik Informatika,2022
NIM00977,Mahasiswa_977,Perempuan,12/2/2002 0:00,Yogyakarta,Manajemen,2021
NIM00978,Mahasiswa_978,Perempuan,12/29/2000 0:00,Bandung,Kedokteran,2022
NIM00979,Mahasiswa_979,Perempuan,4/28/2002 0:00,Surabaya,Akuntansi,2017
NIM00980,Mahasiswa_980,Perempuan,8/21/1995 0:00,Jakarta,Kedokteran,2021
NIM00981,Mahasiswa_981,Perempuan,7/18/1995 0:00,Jakarta,Manajemen,2021
NIM00982,Mahasiswa_982,Perempuan,7/25/2001 0:00,Surabaya,Hukum,2018
NIM00983,Mahasiswa_983,Perempuan,12/5/2002 0:00,Yogyakarta,Teknik Informatika,2019
NIM00984,Mahasiswa_984,Laki-Laki,5/27/1997 0:00,Medan,Akuntansi,2023
NIM00985,Mahasiswa_985,Perempuan,9/28/1999 0:00,Yogyakarta,Hukum,2018
NIM00986,Mahasiswa_986,Perempuan,5/19/1995 0:00,Bandung,Manajemen,2019
NIM00987,Mahasiswa_987,Perempuan,6/30/2001 0:00,Medan,Kedokteran,2021
NIM00988,Mahasiswa_988,Perempuan,1/30/1999 0:00,Yogyakarta,Teknik Informatika,2023
NIM00989,Mahasiswa_989,Perempuan,2/26/2002 0:00,Surabaya,Akuntansi,2022
NIM00990,Mahasiswa_990,Perempuan,8/20/2002 0:00,Bandung,Hukum,2019
NIM00991,Mahasiswa_991,Perempuan,5/26/2003 0:00,Bandung,Hukum,2021
NIM00992,Mahasiswa_992,Perempuan,2/17/2001 0:00,Bandung,Teknik Informatika,2021
NIM00993,Mahasiswa_993,Perempuan,7/13/1995 0:00,Medan,Kedokteran,2018
NIM00994,Mahasiswa_994,Perempuan,8/12/1997 0:00,Jakarta,Manajemen,2018
NIM00995,Mahasiswa_995,Perempuan,5/16/2002 0:00,Medan,Kedokteran,2022
NIM00996,Mahasiswa_996,Laki-Laki,1/22/1997 0:00,Yogyakarta,Kedokteran,2020
NIM00997,Mahasiswa_997,Laki-Laki,1/6/2002 0:00,Jakarta,Kedokteran,2017
NIM00998,Mahasiswa_998,Perempuan,7/23/1995 0:00,Yogyakarta,Teknik Informatika,2020
NIM00999,Mahasiswa_999,Perempuan,8/27/1999 0:00,Jakarta,Teknik Informatika,2020
NIM01000,Mahasiswa_1000,Laki-Laki,7/4/1998 0:00,Medan,Manajemen,2023
NIM01001,Mahasiswa_1001,Perempuan,12/26/1999 0:00,Bandung,Kedokteran,2023
NIM01002,Mahasiswa_1002,Laki-Laki,10/19/2002 0:00,Surabaya,Teknik Informatika,2022
NIM01003,Mahasiswa_1003,Laki-Laki,11/30/2004 0:00,Bandung,Manajemen,2023
NIM01004,Mahasiswa_1004,Laki-Laki,8/8/1998 0:00,Medan,Manajemen,2019
NIM01005,Mahasiswa_1005,Laki-Laki,4/26/1998 0:00,Jakarta,Kedokteran,2022
NIM01006,Mahasiswa_1006,Laki-Laki,11/9/1997 0:00,Bandung,Akuntansi,2022
NIM01007,Mahasiswa_1007,Perempuan,2/18/2001 0:00,Medan,Kedokteran,2021
NIM01008,Mahasiswa_1008,Laki-Laki,6/22/1997 0:00,Yogyakarta,Akuntansi,2021
NIM01009,Mahasiswa_1009,Perempuan,3/23/1997 0:00,Surabaya,Manajemen,2021
NIM01010,Mahasiswa_1010,Perempuan,11/17/2004 0:00,Bandung,Teknik Informatika,2017
NIM01011,Mahasiswa_1011,Laki-Laki,11/29/1999 0:00,Jakarta,Hukum,2019
NIM01012,Mahasiswa_1012,Laki-Laki,2/14/1999 0:00,Yogyakarta,Manajemen,2019
NIM01013,Mahasiswa_1013,Perempuan,11/30/2000 0:00,Medan,Teknik Informatika,2021
NIM01014,Mahasiswa_1014,Laki-Laki,1/20/2002 0:00,Surabaya,Manajemen,2020
NIM01015,Mahasiswa_1015,Laki-Laki,8/8/2004 0:00,Jakarta,Kedokteran,2017
NIM01016,Mahasiswa_1016,Perempuan,5/2/2000 0:00,Medan,Akuntansi,2020
NIM01017,Mahasiswa_1017,Perempuan,8/22/1995 0:00,Medan,Manajemen,2018
NIM01018,Mahasiswa_1018,Laki-Laki,8/9/2002 0:00,Bandung,Teknik Informatika,2019
NIM01019,Mahasiswa_1019,Perempuan,11/19/2002 0:00,Bandung,Kedokteran,2019
NIM01020,Mahasiswa_1020,Laki-Laki,12/5/2003 0:00,Jakarta,Hukum,2020
NIM01021,Mahasiswa_1021,Laki-Laki,1/3/2003 0:00,Medan,Kedokteran,2017
NIM01022,Mahasiswa_1022,Laki-Laki,6/30/1996 0:00,Bandung,Akuntansi,2019
NIM01023,Mahasiswa_1023,Perempuan,7/24/1996 0:00,Surabaya,Kedokteran,2020
NIM01024,Mahasiswa_1024,Perempuan,11/16/1997 0:00,Surabaya,Hukum,2022
NIM01025,Mahasiswa_1025,Perempuan,2/9/1995 0:00,Medan,Teknik Informatika,2022
NIM01026,Mahasiswa_1026,Perempuan,2/28/1998 0:00,Bandung,Manajemen,2023
NIM01027,Mahasiswa_1027,Perempuan,3/3/1998 0:00,Jakarta,Akuntansi,2017
NIM01028,Mahasiswa_1028,Laki-Laki,5/12/2003 0:00,Jakarta,Hukum,2020
NIM01029,Mahasiswa_1029,Laki-Laki,3/1/2003 0:00,Jakarta,Akuntansi,2023
NIM01030,Mahasiswa_1030,Laki-Laki,11/27/2003 0:00,Surabaya,Kedokteran,2022
NIM01031,Mahasiswa_1031,Laki-Laki,5/1/2004 0:00,Bandung,Akuntansi,2017
NIM01032,Mahasiswa_1032,Perempuan,4/17/2001 0:00,Bandung,Hukum,2023
NIM01033,Mahasiswa_1033,Laki-Laki,4/5/1996 0:00,Surabaya,Manajemen,2021
NIM01034,Mahasiswa_1034,Perempuan,12/12/2004 0:00,Jakarta,Manajemen,2017
NIM01035,Mahasiswa_1035,Laki-Laki,8/23/1999 0:00,Jakarta,Akuntansi,2018
NIM01036,Mahasiswa_1036,Perempuan,3/3/1998 0:00,Medan,Teknik Informatika,2021
NIM01037,Mahasiswa_1037,Perempuan,9/13/2002 0:00,Yogyakarta,Akuntansi,2023
NIM01038,Mahasiswa_1038,Laki-Laki,2/18/1996 0:00,Bandung,Kedokteran,2020
NIM01039,Mahasiswa_1039,Laki-Laki,12/13/2000 0:00,Bandung,Manajemen,2021
NIM01040,Mahasiswa_1040,Laki-Laki,6/8/1999 0:00,Bandung,Manajemen,2021
NIM01041,Mahasiswa_1041,Laki-Laki,5/3/1996 0:00,Yogyakarta,Manajemen,2023
NIM01042,Mahasiswa_1042,Perempuan,11/12/2004 0:00,Medan,Teknik Informatika,2020
NIM01043,Mahasiswa_1043,Laki-Laki,7/26/1995 0:00,Yogyakarta,Teknik Informatika,2020
NIM01044,Mahasiswa_1044,Laki-Laki,2/17/2002 0:00,Jakarta,Hukum,2022
NIM01045,Mahasiswa_1045,Perempuan,5/15/1996 0:00,Jakarta,Akuntansi,2018
NIM01046,Mahasiswa_1046,Laki-Laki,7/20/2001 0:00,Bandung,Akuntansi,2020
NIM01047,Mahasiswa_1047,Laki-Laki,9/7/2003 0:00,Surabaya,Kedokteran,2019
NIM01048,Mahasiswa_1048,Laki-Laki,11/10/2003 0:00,Bandung,Manajemen,2019
NIM01049,Mahasiswa_1049,Laki-Laki,12/23/2002 0:00,Surabaya,Teknik Informatika,2018
NIM01050,Mahasiswa_1050,Laki-Laki,11/13/2004 0:00,Yogyakarta,Kedokteran,2017
NIM01051,Mahasiswa_1051,Perempuan,10/22/2003 0:00,Jakarta,Kedokteran,2023
NIM01052,Mahasiswa_1052,Laki-Laki,11/9/1996 0:00,Surabaya,Teknik Informatika,2017
NIM01053,Mahasiswa_1053,Laki-Laki,7/27/2000 0:00,Yogyakarta,Akuntansi,2019
NIM01054,Mahasiswa_1054,Laki-Laki,12/21/1998 0:00,Jakarta,Manajemen,2020
NIM01055,Mahasiswa_1055,Laki-Laki,7/30/1998 0:00,Surabaya,Akuntansi,2018
NIM01056,Mahasiswa_1056,Laki-Laki,7/11/1999 0:00,Bandung,Kedokteran,2017
NIM01057,Mahasiswa_1057,Perempuan,2/13/1997 0:00,Bandung,Manajemen,2017
NIM01058,Mahasiswa_1058,Laki-Laki,1/29/1995 0:00,Bandung,Hukum,2023
NIM01059,Mahasiswa_1059,Perempuan,2/28/2002 0:00,Yogyakarta,Kedokteran,2021
NIM01060,Mahasiswa_1060,Perempuan,3/12/1999 0:00,Bandung,Akuntansi,2019
NIM01061,Mahasiswa_1061,Laki-Laki,4/2/1997 0:00,Medan,Akuntansi,2020
NIM01062,Mahasiswa_1062,Laki-Laki,9/21/2004 0:00,Jakarta,Akuntansi,2018
NIM01063,Mahasiswa_1063,Laki-Laki,8/8/2001 0:00,Yogyakarta,Teknik Informatika,2017
NIM01064,Mahasiswa_1064,Laki-Laki,8/3/2001 0:00,Bandung,Kedokteran,2023
NIM01065,Mahasiswa_1065,Perempuan,10/4/1995 0:00,Jakarta,Manajemen,2021
NIM01066,Mahasiswa_1066,Laki-Laki,3/5/2003 0:00,Surabaya,Akuntansi,2019
NIM01067,Mahasiswa_1067,Laki-Laki,12/11/1996 0:00,Bandung,Akuntansi,2019
NIM01068,Mahasiswa_1068,Laki-Laki,10/19/1999 0:00,Jakarta,Teknik Informatika,2023
NIM01069,Mahasiswa_1069,Laki-Laki,9/2/1999 0:00,Medan,Manajemen,2018
NIM01070,Mahasiswa_1070,Laki-Laki,3/3/2002 0:00,Surabaya,Kedokteran,2017
NIM01071,Mahasiswa_1071,Laki-Laki,11/28/2002 0:00,Medan,Hukum,2018
NIM01072,Mahasiswa_1072,Perempuan,6/19/2001 0:00,Jakarta,Teknik Informatika,2023
NIM01073,Mahasiswa_1073,Perempuan,9/26/2001 0:00,Medan,Kedokteran,2023
NIM01074,Mahasiswa_1074,Laki-Laki,9/23/2000 0:00,Jakarta,Hukum,2018
NIM01075,Mahasiswa_1075,Laki-Laki,2/23/2000 0:00,Jakarta,Akuntansi,2022
NIM01076,Mahasiswa_1076,Laki-Laki,1/16/2003 0:00,Medan,Akuntansi,2021
NIM01077,Mahasiswa_1077,Perempuan,1/8/2000 0:00,Jakarta,Manajemen,2019
NIM01078,Mahasiswa_1078,Laki-Laki,4/13/1996 0:00,Bandung,Hukum,2022
NIM01079,Mahasiswa_1079,Perempuan,2/28/1996 0:00,Jakarta,Akuntansi,2020
NIM01080,Mahasiswa_1080,Laki-Laki,11/9/1999 0:00,Yogyakarta,Akuntansi,2019
NIM01081,Mahasiswa_1081,Laki-Laki,2/9/1998 0:00,Jakarta,Manajemen,2019
NIM01082,Mahasiswa_1082,Laki-Laki,8/24/1996 0:00,Yogyakarta,Kedokteran,2021
NIM01083,Mahasiswa_1083,Laki-Laki,4/4/1997 0:00,Jakarta,Akuntansi,2020
NIM01084,Mahasiswa_1084,Perempuan,8/10/2001 0:00,Jakarta,Teknik Informatika,2017
NIM01085,Mahasiswa_1085,Perempuan,7/23/2002 0:00,Medan,Teknik Informatika,2020
NIM01086,Mahasiswa_1086,Laki-Laki,5/17/2000 0:00,Bandung,Kedokteran,2017
NIM01087,Mahasiswa_1087,Laki-Laki,10/27/1999 0:00,Bandung,Hukum,2020
NIM01088,Mahasiswa_1088,Perempuan,7/26/1995 0:00,Surabaya,Manajemen,2018
NIM01089,Mahasiswa_1089,Perempuan,12/2/2002 0:00,Medan,Teknik Informatika,2023
NIM01090,Mahasiswa_1090,Perempuan,3/22/1997 0:00,Medan,Teknik Informatika,2020
NIM01091,Mahasiswa_1091,Perempuan,8/5/2000 0:00,Bandung,Kedokteran,2022
NIM01092,Mahasiswa_1092,Laki-Laki,1/2/1997 0:00,Medan,Hukum,2022
NIM01093,Mahasiswa_1093,Perempuan,6/27/2001 0:00,Bandung,Hukum,2021
NIM01094,Mahasiswa_1094,Laki-Laki,12/12/2001 0:00,Medan,Kedokteran,2023
NIM01095,Mahasiswa_1095,Perempuan,10/6/2003 0:00,Jakarta,Teknik Informatika,2023
NIM01096,Mahasiswa_1096,Perempuan,5/26/1999 0:00,Bandung,Manajemen,2017
NIM01097,Mahasiswa_1097,Perempuan,11/14/2002 0:00,Bandung,Teknik Informatika,2019
NIM01098,Mahasiswa_1098,Perempuan,8/11/2004 0:00,Yogyakarta,Hukum,2021
NIM01099,Mahasiswa_1099,Perempuan,3/2/2004 0:00,Medan,Teknik Informatika,2022
NIM01100,Mahasiswa_1100,Laki-Laki,10/21/2002 0:00,Medan,Manajemen,2022
NIM01101,Mahasiswa_1101,Laki-Laki,8/27/1995 0:00,Bandung,Akuntansi,2017
NIM01102,Mahasiswa_1102,Perempuan,7/14/1999 0:00,Jakarta,Teknik Informatika,2022
NIM01103,Mahasiswa_1103,Perempuan,6/15/1997 0:00,Jakarta,Kedokteran,2022
NIM01104,Mahasiswa_1104,Laki-Laki,8/10/1995 0:00,Jakarta,Akuntansi,2017
NIM01105,Mahasiswa_1105,Perempuan,3/2/1998 0:00,Medan,Kedokteran,2022
NIM01106,Mahasiswa_1106,Perempuan,5/9/2002 0:00,Yogyakarta,Kedokteran,2019
NIM01107,Mahasiswa_1107,Laki-Laki,6/22/1997 0:00,Bandung,Kedokteran,2018
NIM01108,Mahasiswa_1108,Perempuan,6/4/2004 0:00,Surabaya,Teknik Informatika,2021
NIM01109,Mahasiswa_1109,Perempuan,4/19/1996 0:00,Yogyakarta,Hukum,2019
NIM01110,Mahasiswa_1110,Laki-Laki,9/26/2003 0:00,Surabaya,Akuntansi,2019
NIM01111,Mahasiswa_1111,Laki-Laki,12/21/2004 0:00,Yogyakarta,Manajemen,2018
NIM01112,Mahasiswa_1112,Laki-Laki,10/5/1999 0:00,Jakarta,Hukum,2023
NIM01113,Mahasiswa_1113,Perempuan,3/15/2001 0:00,Medan,Teknik Informatika,2021
NIM01114,Mahasiswa_1114,Laki-Laki,7/25/1996 0:00,Surabaya,Kedokteran,2019
NIM01115,Mahasiswa_1115,Laki-Laki,10/6/2003 0:00,Yogyakarta,Manajemen,2022
NIM01116,Mahasiswa_1116,Laki-Laki,11/22/2003 0:00,Medan,Akuntansi,2018
NIM01117,Mahasiswa_1117,Laki-Laki,12/6/1998 0:00,Surabaya,Hukum,2023
NIM01118,Mahasiswa_1118,Laki-Laki,12/23/1998 0:00,Bandung,Hukum,2021
NIM01119,Mahasiswa_1119,Laki-Laki,12/5/2000 0:00,Yogyakarta,Manajemen,2020
NIM01120,Mahasiswa_1120,Perempuan,7/22/2004 0:00,Bandung,Teknik Informatika,2017
